canonical_asset_id,category,style,variant_or_digit,parent_package_id,screen,exact_location,visible_states,current_implementation,temporary_path_identifier,required_meshy_replacement,shop_use,gameplay_use,animation_states,reduced_motion_behavior,approved_reference_ids,meshy_generation_mode,meshy_task_ids,exact_requested_model,exact_resolved_model_version,prompt_reference,prompt_checksum,reference_input_paths_checksums,request_payload_path,response_payload_path,creation_timestamp,consumed_credits,retry_count,preserved_source_asset_path,provider_native_usdz_path,source_glb_path,runtime_usdz_path,lod_paths,texture_map_paths,source_checksum,runtime_checksum,registry_key,shop_renderer_path,gameplay_renderer_path,thumbnail_path,test_ids,screenshot_ids,author_run_id,reviewer_run_id,final_status,blocking_reason
number.nb_laser.5,numbers,nb_laser,5,nb_laser,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_laser.5,"Dedicated Meshy digit 5 asset for nb_laser, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_laser.6,numbers,nb_laser,6,nb_laser,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_laser.6,"Dedicated Meshy digit 6 asset for nb_laser, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_laser.7,numbers,nb_laser,7,nb_laser,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_laser.7,"Dedicated Meshy digit 7 asset for nb_laser, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_laser.8,numbers,nb_laser,8,nb_laser,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_laser.8,"Dedicated Meshy digit 8 asset for nb_laser, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_laser.9,numbers,nb_laser,9,nb_laser,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_laser.9,"Dedicated Meshy digit 9 asset for nb_laser, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_flame.1,numbers,nb_flame,1,nb_flame,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_flame.1,"Dedicated Meshy digit 1 asset for nb_flame, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_flame.2,numbers,nb_flame,2,nb_flame,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_flame.2,"Dedicated Meshy digit 2 asset for nb_flame, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_flame.3,numbers,nb_flame,3,nb_flame,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_flame.3,"Dedicated Meshy digit 3 asset for nb_flame, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_flame.4,numbers,nb_flame,4,nb_flame,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_flame.4,"Dedicated Meshy digit 4 asset for nb_flame, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_flame.5,numbers,nb_flame,5,nb_flame,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_flame.5,"Dedicated Meshy digit 5 asset for nb_flame, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_flame.6,numbers,nb_flame,6,nb_flame,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_flame.6,"Dedicated Meshy digit 6 asset for nb_flame, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_flame.7,numbers,nb_flame,7,nb_flame,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_flame.7,"Dedicated Meshy digit 7 asset for nb_flame, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_flame.8,numbers,nb_flame,8,nb_flame,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_flame.8,"Dedicated Meshy digit 8 asset for nb_flame, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_flame.9,numbers,nb_flame,9,nb_flame,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_flame.9,"Dedicated Meshy digit 9 asset for nb_flame, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
grid.bd_printed,grid,bd_printed,,bd_printed,Club Shop grid inspection and gameplay 9x9 board,App/Views/CosmeticSkinRendering.swift:253-332; App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,shop selected|shop neighbor|gameplay default|selected cells|error|correct|light/heavy population,SwiftUI Canvas/Path and runtime-generated SceneKit board/rule texture; generic shop board/edge/grid/given stand-ins are folded into this canonical package row.,procedural-grid:bd_printed,"Complete Meshy 9x9 board package bd_printed, shared by shop/gameplay through approved derivatives.",true,true,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,App/Views/CosmeticSkinRendering.swift:253-332,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No complete Meshy grid package, provenance, registry mapping, tests, or approved shop/gameplay contact sheets exist; intrinsic glow remains part of this row."
grid.bd_fine,grid,bd_fine,,bd_fine,Club Shop grid inspection and gameplay 9x9 board,App/Views/CosmeticSkinRendering.swift:253-332; App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,shop selected|shop neighbor|gameplay default|selected cells|error|correct|light/heavy population,SwiftUI Canvas/Path and runtime-generated SceneKit board/rule texture; generic shop board/edge/grid/given stand-ins are folded into this canonical package row.,procedural-grid:bd_fine,"Complete Meshy 9x9 board package bd_fine, shared by shop/gameplay through approved derivatives.",true,true,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,App/Views/CosmeticSkinRendering.swift:253-332,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No complete Meshy grid package, provenance, registry mapping, tests, or approved shop/gameplay contact sheets exist; intrinsic glow remains part of this row."
grid.bd_heavy,grid,bd_heavy,,bd_heavy,Club Shop grid inspection and gameplay 9x9 board,App/Views/CosmeticSkinRendering.swift:253-332; App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,shop selected|shop neighbor|gameplay default|selected cells|error|correct|light/heavy population,SwiftUI Canvas/Path and runtime-generated SceneKit board/rule texture; generic shop board/edge/grid/given stand-ins are folded into this canonical package row.,procedural-grid:bd_heavy,"Complete Meshy 9x9 board package bd_heavy, shared by shop/gameplay through approved derivatives.",true,true,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,App/Views/CosmeticSkinRendering.swift:253-332,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No complete Meshy grid package, provenance, registry mapping, tests, or approved shop/gameplay contact sheets exist; intrinsic glow remains part of this row."
grid.bd_sage,grid,bd_sage,,bd_sage,Club Shop grid inspection and gameplay 9x9 board,App/Views/CosmeticSkinRendering.swift:253-332; App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,shop selected|shop neighbor|gameplay default|selected cells|error|correct|light/heavy population,SwiftUI Canvas/Path and runtime-generated SceneKit board/rule texture; generic shop board/edge/grid/given stand-ins are folded into this canonical package row.,procedural-grid:bd_sage,"Complete Meshy 9x9 board package bd_sage, shared by shop/gameplay through approved derivatives.",true,true,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,App/Views/CosmeticSkinRendering.swift:253-332,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No complete Meshy grid package, provenance, registry mapping, tests, or approved shop/gameplay contact sheets exist; intrinsic glow remains part of this row."
grid.bd_blueprint,grid,bd_blueprint,,bd_blueprint,Club Shop grid inspection and gameplay 9x9 board,App/Views/CosmeticSkinRendering.swift:253-332; App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,shop selected|shop neighbor|gameplay default|selected cells|error|correct|light/heavy population,SwiftUI Canvas/Path and runtime-generated SceneKit board/rule texture; generic shop board/edge/grid/given stand-ins are folded into this canonical package row.,procedural-grid:bd_blueprint,"Complete Meshy 9x9 board package bd_blueprint, shared by shop/gameplay through approved derivatives.",true,true,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,App/Views/CosmeticSkinRendering.swift:253-332,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No complete Meshy grid package, provenance, registry mapping, tests, or approved shop/gameplay contact sheets exist; intrinsic glow remains part of this row."
grid.bd_gilt,grid,bd_gilt,,bd_gilt,Club Shop grid inspection and gameplay 9x9 board,App/Views/CosmeticSkinRendering.swift:253-332; App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,shop selected|shop neighbor|gameplay default|selected cells|error|correct|light/heavy population,SwiftUI Canvas/Path and runtime-generated SceneKit board/rule texture; generic shop board/edge/grid/given stand-ins are folded into this canonical package row.,procedural-grid:bd_gilt,"Complete Meshy 9x9 board package bd_gilt, shared by shop/gameplay through approved derivatives.",true,true,,Static.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,App/Views/CosmeticSkinRendering.swift:253-332,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No complete Meshy grid package, provenance, registry mapping, tests, or approved shop/gameplay contact sheets exist; intrinsic glow remains part of this row."
grid.bd_laser,grid,bd_laser,,bd_laser,Club Shop grid inspection and gameplay 9x9 board,App/Views/CosmeticSkinRendering.swift:253-332; App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,shop selected|shop neighbor|gameplay default|selected cells|error|correct|light/heavy population,SwiftUI Canvas/Path and runtime-generated SceneKit board/rule texture; generic shop board/edge/grid/given stand-ins are folded into this canonical package row.,procedural-grid:bd_laser,"Complete Meshy 9x9 board package bd_laser, shared by shop/gameplay through approved derivatives.",true,true,emissive pulse,Static non-emissive-readable package; no pulse.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1971-2031,App/Views/CosmeticSkinRendering.swift:253-332,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No complete Meshy grid package, provenance, registry mapping, tests, or approved shop/gameplay contact sheets exist; intrinsic glow remains part of this row."
paper.pp_newsprint.shop,paper,pp_newsprint,shop,pp_newsprint,Club Shop paper merchandise,App/Views/MainMenu/BookstoreSceneCoordinator.swift:1909-1950,shop selected|shop neighbor|locked|owned|equipped,Procedural stack/texture merchandise; generic paper display leaves are folded into this per-style shop row.,procedural-paper:pp_newsprint.shop,Meshy physical shop merchandise for pp_newsprint.,true,false,,Static material; no motion-dependent identity.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,"App/Views/MainMenu/BookstoreSceneCoordinator.swift:1909-1950",,,,BASE-CLUBSHOP-COMPACT|BASE-CLUBSHOP-STANDARD|BASE-CLUBSHOP-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Required Meshy paper deliverable, provenance, registry mapping, contrast tests, and approved contact sheets do not exist."
paper.pp_newsprint.gameplay,paper,pp_newsprint,gameplay,pp_newsprint,Gameplay book/page surface,App/Views/BookView.swift:234-360; App/Model/CosmeticTheme.swift:307-348,gameplay default|selected cells|error|correct|light/heavy population,"Flat color, Canvas/runtime paper treatment, or undocumented raster treatment.",procedural-paper:pp_newsprint.gameplay,Meshy playable paper/page surface for pp_newsprint.,false,true,,Static material; no motion-dependent identity.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,,App/Views/BookView.swift:234-360,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"Required Meshy paper deliverable, provenance, registry mapping, contrast tests, and approved contact sheets do not exist."
